Rooms,Bathroom,Landsize,BuildingArea,YearBuilt,Price
3,2,0,139,1975,1485000
3,1,379,107,1910,880000
2,1,95,63,1900,900000
1,1,0,38,1975,280000
2,1,0,63,1970,535000
2,1,153,80,1970,600000
4,3,631,355,2009,1012000
4,2,794,192,1950,2162000
4,2,1004,247,1935,2200000
2,1,0,81,2012,468000
3,2,440,120,1955,1000000
3,2,0,118,2009,590000
4,2,734,272,1920,2200000
2,1,177,87,1910,711000
2,1,0,73,1930,781000
2,1,0,76,1960,530000
4,2,537,199,1920,1615000
5,3,900,355,1955,1920000
3,1,163,85,1890,2150000
2,1,150,77,1890,1008000
2,2,2136,94,2012,631090
2,1,1210,65,1968,480000
4,3,836,284,1960,3695000
2,2,0,83,2000,655000
4,2,771,160,1965,870000
2,1,591,102,1960,702000
2,1,0,65,1970,480500
3,2,81,137,1998,1720000
1,1,1783,42,1975,282000
4,2,604,175,1950,1580000
3,2,107,110,1994,763000
3,1,580,129,1950,1225000
5,4,830,520,2009,3860000
2,2,166,170,2009,930000
2,1,0,108,1920,902000
4,2,604,180,1920,930000
2,1,240,79,1965,585000
3,1,673,101,1950,1218500
4,2,650,254,1955,1337000
3,1,607,102,1970,540000
2,1,0,70,1970,515000
4,2,601,158,1940,1800000
3,3,662,265,1988,3310000
5,2,664,178,1950,1385000
3,1,802,183.97,1978,550000
5,3,601,274,2001,1620000
4,2,554,193,1940,1402000
2,1,500,69,1975,472000
2,2,145,145,2010,480000
4,2,215,231,2000,770000
2,1,135,86,1890,1200000
3,2,212,129,2010,550000
5,3,645,249,1990,2000000
1,1,2335,58,2002,500000
3,1,570,120,1970,680000
3,1,298,108,1920,940000
3,1,700,151,1950,472000
5,2,891,177,1980,1300000
3,1,584,133,1960,1230000
1,1,0,51,1960,410000
4,2,619,185,1930,1835000
3,1,325,116,1930,857700
5,5,480,147,1979,3280000
5,3,740,222,1960,2100000
5,2,668,0,2006,3450000
3,1,293,104,1900,1220000
3,2,390,126,1980,750000
4,2,270,178.74,2008,1006000
2,1,120,82,1900,1275000
2,1,0,70,2013,560000
4,2,920,333,1990,4225000
3,2,283,250,2005,920000
2,1,1097,67,1970,407500
4,2,556,250,1978,1125000
3,1,576,128,1970,715000
2,1,90,74,1960,800000
3,1,635,130,1920,2177000
3,2,159,152,2010,798000
1,1,0,64,1976,386000
3,2,400,94,1950,761000
4,3,960,325,1910,2520000
2,2,126,95,2015,642500
4,2,315,170,2008,693000
2,1,0,98,1930,684000
5,3,617,315,2012,1670000
2,1,127,72,1900,827500
3,1,104,138,2014,625000
4,3,478,270,1900,1850000
1,1,0,52,2012,400000
5,3,570,239,1926,2450000
3,1,204,124,2008,600000
2,1,0,62,1970,385000
4,2,613,250,2011,1420000
3,1,472,101,1924,1655000
3,1,463,131,1930,1195000
3,2,321,130,2011,500000
2,1,0,63,1970,500000
4,2,607,201,1890,2035000
2,1,129,115,1975,770000
3,1,528,120,1965,609000
4,3,200,153,1860,2180000
5,2,779,186,1970,895000
3,2,285,128,1900,971000
4,3,700,700,1992,2600000
1,1,0,37,1970,347000
2,1,132,79,1887,812000
4,2,999,274,1972,2840000
2,1,112,100,1900,888000
4,2,344,235,2004,773000
4,2,855,197,1930,1860000
4,2,808,155,1970,535000
3,2,194,148,1890,1945000
3,2,2782,115,2000,850000
4,2,296,205,2006,1005000
4,2,420,255,2013,1500000
1,1,0,50,2012,370000
3,1,440,131,1930,1000000
5,4,1075,390,2010,2752000
2,2,176,125,2008,825000
2,1,0,61,1960,442000
5,2,731,130,1965,960000
3,2,706,184,1970,1138000
4,3,740,185,1985,1225000
1,1,0,57,2013,490000
2,1,0,90,1968,675000
2,1,83,81,1960,667000
3,1,230,115,1900,1500000
4,2,400,251,2000,1950000
3,1,560,120,1960,770000
5,4,695,176,1950,810000
2,1,258,108,1900,757500
5,3,824,235,1930,1400000
3,2,1958,98,1995,1450000
6,3,804,214,1980,855000
2,1,0,70,1970,472000
2,1,400,88,1955,722000
3,2,697,174,1960,963500
5,2,864,294,1980,1188000
2,1,134,75,1988,427500
3,1,754,131,1985,475000
3,3,0,145,1999,1000000
4,2,803,152,1970,1100000
3,1,650,112,1950,615000
4,2,547,200,1986,320000
2,1,934,68,2012,580000
4,2,624,159,1969,745000
3,2,598,158,1990,499000
2,1,173,102,1900,950000
3,1,459,130,1920,1587500
3,2,335,239,2013,1280000
4,1,384,131,1975,575000
3,1,296,104,1910,1135000
4,2,320,186.36,1920,2600000
3,1,968,118,1955,740000
5,5,757,503,1975,2420000
3,1,0,90,1985,480000
2,1,224,89,1915,677500
3,1,702,127,1933,1615000
4,3,791,230,1974,1054000
4,2,693,212,1975,1100000
1,1,0,32,1960,327000
3,2,392,426,2015,1878000
3,2,351,228,2006,1662000
5,2,659,315,1930,1600000
2,1,112,90,1960,775000
3,2,479,121,1930,980000
3,1,538,104,1970,650000
3,2,250,280,1863,2200000
4,2,630,351,2009,2020000
3,1,727,123,1970,1403000
3,2,350,220,2004,436000
4,1,581,130,1950,626800
2,1,0,86,2006,655000
4,2,611,168,1970,1430000
3,2,94,169,2005,1110000
1,1,89,37,1980,380000
3,2,587,153,1970,681000
4,2,785,199,1980,1662000
2,1,0,75,1970,575000
2,1,159,87,1990,452000
4,1,194,186,1890,1928000
3,2,407,230,1930,1260000
2,1,154,107,1985,738000
2,1,0,59,1970,545000
2,2,0,100,2000,592500
2,1,0,70,2009,335000
2,1,0,66,1970,435000
4,3,205,168,2010,1185000
4,2,726,101,1961,1100000
5,3,582,175,2000,597000
3,2,113,120,1910,1200000
2,2,88,119,2010,1105000
3,1,598,143,1960,1002000
4,2,788,236,1995,700000
3,1,654,112,1955,1186000
1,1,0,43,1970,485000
3,2,592,129,1950,810000
3,1,193,132,1910,1581000
3,2,210,108,2010,898000
3,2,239,134,2009,700000
3,1,181,104,1975,835000
2,1,0,73,1960,526000
3,2,371,183,2014,1021000
2,2,0,70,2007,450000
2,1,0,60,1975,560000
4,2,779,264,2014,2860000
1,1,0,51,1970,279500
3,2,660,172,1940,2030000
4,2,590,178,1940,1450000
3,2,413,126,1910,1010000
2,1,0,49,1970,375000
2,2,1136,88,2009,683000
3,1,267,101,1900,871000
3,2,609,172,1970,1068000
3,2,847,143,1980,529000
3,2,277,125,2016,820000
4,3,365,209,1890,1500000
1,1,0,52,1960,505000
2,1,0,69,2004,620000
5,2,718,237,1980,1480000
3,1,338,107,1960,575000
3,2,0,137,2004,1252000
3,2,116,119,1996,1238000
4,2,452,245,1999,1048700
3,1,669,106,1960,1120000
2,1,0,73,1900,799000
4,3,565,337,1990,3295888
2,2,151,102,2011,650000
1,1,678,303,2016,2100000
5,4,802,206,2013,2825000
3,2,751,175,1968,1010000
3,2,176,192,1880,2000000
4,2,390,120,1920,2410000
3,1,744,117,1960,9000000
3,1,286,110,1890,784000
3,2,706,166,1930,3401000
2,1,0,60,1960,390000
2,1,150,73,1985,890000
2,1,0,92,2010,675000
4,2,683,145,1920,1467000
2,1,0,69,1965,360000
3,2,400,168,1910,1445000
5,2,830,204,1901,3075000
3,2,0,120,2000,670000
3,2,293,102,1960,825000
2,1,144,73,2010,435000
2,1,345,120,2012,656000
2,1,347,115,1935,1020000
5,3,720,392,1950,3400000
5,2,698,246,1978,1090000
3,1,639,115,1965,1375000
3,2,330,118,2008,500000
4,2,1151,207,1969,800000
3,1,449,133,1910,1160000
4,3,284,180,2006,1125000
3,2,193,154,2000,875000
3,1,741,151,1910,1760000
2,1,126,91,2013,490000
3,2,189,164,1900,1555000
3,2,164,123,2010,750000
4,2,720,218,1950,1426000
3,1,602,108,1980,460000
2,1,703,90,1960,1114000
4,2,589,210,1920,1950000
2,1,0,78,1970,710000
3,2,606,99,1955,515000
2,1,1475,66,1970,435000
1,1,0,64,2000,400000
4,3,654,160,1969,1462500
3,1,585,99,1960,760000
2,2,0,105,2000,880000
3,1,492,119,1930,857000
4,2,270,183,2012,1130000
1,1,0,37,1970,314000
3,1,229,111,1996,726000
4,3,349,223,1997,1810000
3,1,197,96,2003,512000
3,2,0,110,2000,911000
3,1,800,118,1960,950000
2,1,310,72,1950,780000
3,1,599,150,1960,600000
3,2,500,148,1900,1250000
3,2,566,156,1991,731000
2,1,84,84,1960,585000
3,1,275,119,1900,965000
1,1,0,36,1970,296000
3,1,412,103,1950,426000
3,2,721,136,1980,1223500
4,2,723,235,2009,1175000
1,1,7455,53,2005,405000
3,2,335,209,2013,1560000
3,1,238,131,1890,2000000
3,1,597,131,1925,1635000
4,2,562,146,1950,805000
1,1,0,53,2000,407500
3,1,158,137,2002,560000
2,1,0,69,1970,510000
3,2,217,149,2005,935000
4,3,674,250,1982,1663000
2,1,151,80,1975,340000
1,1,631,34,1965,250000
3,1,659,161,1942,2900000
5,3,619,372,2009,2340000
3,1,522,132,1950,612500
3,1,403,124,1960,1300000
3,2,205,113,2007,577000
5,2,837,267,1919,4802500
3,1,695,102,1950,687000
4,1,675,147,1980,430000
3,1,464,124,1955,770000
3,2,689,128,1951,800000
3,2,608,168,1940,900000
4,2,600,179,1950,1320000
2,1,238,97,1890,1310000
4,2,292,272,1880,5700000
3,1,601,92,1960,460000
3,2,1005,160,1995,716000
2,1,1458,141,1920,1100000
5,2,737,194,1990,1018000
4,2,505,335,2013,1422000
3,2,862,162,1986,780000
4,1,733,159,1960,975000
2,1,215,100,1990,378000
3,2,480,195,2007,593000
3,1,406,196,2005,600000
2,2,176,142,2010,510000
2,1,147,85,1900,1315000
2,1,0,83,1930,696750
4,2,635,276,1955,1800000
2,1,102,66,1900,970000
2,1,0,80,1960,507000
2,1,192,100,1910,1250000
3,1,593,115,1960,960000
2,1,590,95,1940,680000
3,2,0,112,2000,830000
2,2,0,153,1920,1230000
4,2,598,201,1970,1501000
1,1,0,42,1970,330000
3,1,436,142,1910,1480000
3,2,468,212,1985,1100000
5,2,711,253,1940,1950000
4,2,299,158,2008,975000
3,2,337,153,1930,1257000
3,2,471,235,1985,2355000
2,1,70,102,1890,1265000
4,2,505,222,2009,600000
2,1,174,106,1995,844000
4,4,578,319,1995,3050000
4,2,569,229,1910,2800000
5,3,851,215,1975,1530000
2,1,343,98,1980,1130000
3,1,816,130,1965,1462000
3,2,604,167.87,1995,601000
2,1,731,94,1950,1322500
3,1,354,115,1900,1650000
3,2,790,165,1940,815500
4,2,544,205,2008,750000
2,1,169,109,1995,610000
2,1,163,86,1900,1200000
4,2,611,181,1940,2105000
3,1,0,125,1950,1125000
4,2,700,18,1980,895000
2,1,687,94,1960,786000
2,1,149,70,1980,380000
3,1,766,127,1965,806500
2,1,207,77,1950,835000
2,1,3256,74,1970,520000
3,2,262,155,2010,797500
3,1,198,98,1970,935000
5,3,509,341,2005,2750000
3,2,197,0,2012,412500
2,1,0,57,1973,435000
3,1,600,110,1950,350000
3,1,452,175,1960,1215000
2,1,0,75,1960,780000
4,3,238,93,1910,1802500
3,1,651,117,1990,515500
3,1,694,136,1975,875000
3,2,531,112,2016,720000
3,2,612,174,1950,1042000
4,2,426,255,2014,1620000
3,2,128,183,2002,1400000
2,1,0,72.9,1970,500000
3,1,548,95,1960,383000
2,1,7455,65,2008,560000
2,1,0,74,1900,715000
2,1,563,116,1925,765000
2,1,8220,87,1965,685000
2,1,0,90,1887,591000
2,1,0,103,2010,756000
3,1,399,105,1950,1000000
4,1,730,153,1975,783000
3,3,250,207,2016,850000
3,1,532,114,1975,790000
5,2,567,250,1926,1900000
3,1,567,121,1980,452000
3,1,221,120,2003,660000
2,1,515,50,1970,495000
4,3,605,186,1930,1370000
3,1,528,106,1981,480000
4,2,686,135,1950,955000
3,2,236,145,1980,850000
2,1,0,59,2006,425000
1,1,0,33,1970,330000
2,1,161,89,1980,740000
3,2,0,160,2012,1235000
3,2,801,150,1980,800000
2,1,127,76,1990,510000
4,2,1070,190,1980,925000
3,2,292,119,1950,510000
4,2,592,260,2007,1600000
3,1,534,100,1950,599000
4,2,604,125,1930,2405000
4,2,148,141,2001,665000
2,1,250,97,2005,540000
1,1,0,33,1930,300000
2,1,3957,81,2010,515000
5,3,717,310,1963,1400000
4,2,572,184,1967,685000
3,1,371,134,1910,990000
2,1,2283,85,1980,600000
3,1,602,97,1950,650000
4,2,624,258,2005,638000
3,2,637,124,1950,1100000
3,2,327,124,2006,495000
3,1,705,118,1965,610000
1,1,0,46,2000,425000
2,1,170,101,1890,953000
5,2,521,208,1915,1335000
4,2,479,166,2009,492000
4,1,865,172,1960,730000
3,1,802,105,1980,725000
2,2,0,79,2011,470000
1,1,0,50,1960,380000
4,2,653,229,1910,2375000
2,1,139,78,1890,900000
4,2,388,151,1890,1425000
3,1,638,105,1980,700000
3,2,352,204,1997,1200000
2,1,0,74,1970,437500
3,2,160,101,2000,650000
3,2,530,148,1985,913000
4,1,725,186,1950,1433500
4,3,325,207,2005,1117000
3,1,453,145,1950,950000
2,1,318,106,1910,991000
2,1,220,75,1900,1097000
3,3,391,122,1950,791000
3,2,539,134,1968,806000
3,1,407,143,1900,1715000
4,2,820,180,1975,780000
2,1,80,80,1970,709500
3,1,622,87,1960,626000
3,2,606,159,1950,1330000
4,3,210,210,2010,2450000
2,1,303,102,1930,1085000
2,1,144,96,2000,707000
3,1,697,148,1955,895000
3,1,670,118,1925,880000
2,1,0,61,1970,250000
3,2,129,120,1980,1115000
4,1,1138,152,1950,2050000
3,2,152,161,1900,1960000
2,1,122,74,1980,390000
3,1,361,118,1940,910000
3,1,440,144,1895,2302000
3,1,335,113,1940,1220000
3,1,369,94,1950,735000
2,1,167,69,2013,510000
2,1,555,74,1950,610000
2,1,0,55,1917,470000
5,2,629,207,1960,1101500
4,3,348,218,1900,2200000
4,1,765,257,1880,2255000
5,2,683,223,1960,1300000
2,1,374,96,1950,650000
3,1,641,111,1950,960000
3,1,521,100,2010,475000
3,1,670,116,1940,1055000
3,1,448,103,1930,972500
5,4,708,348,1940,2600000
2,2,0,75,2013,586000
1,1,845,45,1977,310000
3,1,423,142,1920,570000
2,1,0,90,1970,580000
2,1,0,75,2002,630000
2,1,633,116,1960,1470000
3,1,551,118,1975,457000
2,1,0,73,1970,455000
2,2,0,77,2008,638000
3,2,586,140,1970,602500
5,4,741,407,2009,3320000
3,1,786,174,1960,755000
4,1,495,120,1925,1626000
3,2,404,175,2009,960000
5,2,663,230,1996,780000
2,1,601,64,1970,480000
3,1,545,145,1950,1415000
4,2,908,208,1960,1370000
2,1,128,92,2009,480000
2,1,165,105.7,1930,990000
3,2,0,159,1920,1500000
3,1,0,115,1930,1000000
2,1,2701,79,2011,502000
3,2,161,149,2012,800000
3,1,610,120,1970,627000
3,2,310,114,1970,960000
2,1,134,120,2012,710000
2,1,457,89,1940,1008000
4,3,840,326,1930,2625000
2,1,591,102,1960,545000
4,3,209,160,2016,1042500
2,2,579,84,2013,795000
3,2,188,171,1900,1467000
4,2,960,179,1985,1120000
4,2,298,231,2013,950000
3,3,801,122,2008,1120000
3,1,290,110,1900,1702000
3,1,176,92,1900,1150000
3,2,247,147.2,2007,835000
3,3,0,291,2000,2650000
3,1,311,126,1920,1225000
4,2,547,185,1925,1745000
3,1,550,110,1950,1200000
2,1,199,84,1970,529000
3,1,532,122,1975,540000
4,1,533,127,1950,1113000
4,2,577,200,1948,1800000
3,2,750,132,1984,1275000
3,1,327,95,1960,537000
3,2,482,147,1990,724000
2,1,0,50,1940,570000
4,1,185,113,1965,630000
1,1,1097,38,1982,291000
3,1,582,119,1970,660000
4,1,1717,153,1950,835000
2,2,0,109,1930,1350000
3,2,606,133,1965,1335000
3,2,399,110,1950,785000
4,3,634,251,2017,1370000
4,2,0,126,2015,699000
2,1,110,72,1890,1275000
2,2,0,105,2009,750000
2,1,0,61,1960,490000
3,2,306,138,1999,780000
4,1,329,108,1955,710000
3,2,700,126,1920,1915000
3,1,678,127,1975,500000
4,2,687,215,1935,2950000
3,3,310,188,2012,1230000
2,1,315,104,1930,816000
3,1,316,132,1910,1340000
2,2,0,137,2002,1090000
3,2,281,132,2005,770000
3,2,0,100,1998,995000
2,2,0,111,2007,1200000
3,1,227,120,2005,700000
4,1,799,160,1910,1450000
4,2,880,225,1970,932000
4,3,933,107,1960,1815000
3,1,676,121,1980,695000
3,1,109,104,2010,670000
3,2,580,146,1930,1780000
4,2,518,160,1980,1205000
2,1,783,94,1950,810000
5,2,838,282,1910,2350000
2,1,0,65,1950,484000
4,2,1007,116,1980,600000
3,2,3,131,1970,1320000
3,2,0,99,2005,970000
3,1,479,115,1980,690000
1,1,0,60,2000,390000
2,1,0,77,1960,540000
4,2,462,212,2008,931000
2,1,71,70,1960,500000
4,2,338,200,2005,1650000
4,2,660,177,1985,720000
1,1,0,34,1960,342000
2,1,225,108,1905,1026000
2,1,687,104,1940,1440000
4,3,277,199,2016,1910000
2,1,269,109,1900,1053000
3,1,114,138,1990,1350000
4,3,512,512,1920,1060000
3,2,730,110,1970,1215000
1,1,0,40,2011,390000
3,2,346,180,1890,2105000
2,1,118,91,2014,510000
3,1,1016,205,1950,1050000
2,1,0,60,1980,435000
2,1,695,114,1950,1075000
4,1,499,155,1920,131000
8,4,638,115,1960,770000
1,1,0,36,1960,250000
3,2,347,160,2011,1265000
3,1,888,137,1950,2251000
3,2,276,149,1910,1320000
3,2,327,144,1910,1250000
1,1,82,114,1930,625000
3,2,596,203,1950,1725000
1,1,649,43,1970,358000
3,2,211,132,1997,1000000
2,1,158,69,1975,520000
2,1,0,70,1970,536000
4,2,824,231,1920,2340000
3,1,448,104,1940,1081000
2,1,397,96,1940,1200000
3,1,217,116,1888,1870000
3,2,187,125,2010,640000
5,3,836,168,1970,3200000
2,1,180,68,1980,605000
3,1,704,120,1970,1110000
4,2,299,158,1910,1201000
3,2,0,138,1970,800000
4,2,430,144,1945,895000
3,1,211,90,2004,740000
3,1,589,100,1975,521000
3,1,602,123,1955,660000
3,2,0,164,2006,805000
2,1,0,57,1997,425000
3,2,918,145,1975,882500
2,1,235,80,1990,350000
3,1,1218,94,2012,500000
2,2,88,94.5,2000,575000
4,2,281,156,1920,1320000
3,2,167,140,2009,921000
3,2,470,152,1920,1691500
3,1,181,102,1900,1270000
2,1,190,102,1985,888000
3,1,192,85,1900,1460000
2,1,0,77,2010,450000
2,1,140,98,1890,730000
2,1,0,1561,1966,741000
4,2,265,197,2010,1630000
3,1,203,110,1890,1300000
3,2,169,139,1900,1100000
2,2,8140,86.5,2015,816000
2,1,343,81,1960,435000
4,2,607,224,1990,1430000
2,1,0,79,1970,826000
2,1,0,95,1930,760000
3,2,120,128,1998,1195000
2,1,585,97,1950,1002000
4,2,2000,153,1975,905000
3,1,0,63,1970,301000
3,1,640,125,1985,470000
3,1,192,91,1995,575000
4,2,566,234,2000,1281000
4,2,713,164,1982,670000
2,1,0,72,1970,451000
4,2,485,133,1920,1280000
2,1,252,108,1910,705000
3,2,684,150,1985,897000
3,1,639,120,1990,455000
3,2,302,172,2000,1160000
3,2,839,116,1970,1070000
6,3,1056,322,1970,1856000
2,2,607,138,1950,750000
2,1,0,76,1965,500000
3,2,403,180,1920,1760000
4,1,694,183,1974,855333
4,3,382,250,1903,3010000
4,1,753,130,1960,1225000
4,2,651,187,1975,1050000
3,2,226,140,2002,1250000
2,1,0,75,2005,610000
3,3,307,177,2014,1435000
3,1,580,142,1962,740000
4,3,365,110,1930,1700000
3,1,366,121,1970,800000
3,1,50,141,1950,1120000
4,2,449,252,1945,1410000
4,1,241,105,1970,753000
4,2,494,300,2001,1131000
3,2,417,159,1920,1400000
2,1,1625,1,1960,600800
2,1,0,66,1950,575000
3,1,664,106,1930,1500000
3,2,648,129,1980,1152500
3,1,242,117,1995,880000
3,1,554,95,1985,717500
3,2,709,140,1958,940000
4,3,421,170,2000,1850000
3,2,374,162,1925,1830000
3,2,291,224,2013,1000000
3,1,249,85,1910,1210000
4,2,453,187,1910,1500000
1,1,547,58,1900,443000
3,1,540,116,1960,710000
4,2,581,163,1975,934000
2,1,0,100,2000,735000
2,1,575,83,1950,677500
3,1,534,127,1970,875000
2,2,0,104,1923,1122000
5,5,1561,272,1969,3207000
3,1,275,116,1915,1286000
4,2,557,178,1955,1400000
2,1,198,94,1980,495000
2,1,0,65,1970,411000
3,1,651,119,1970,1300000
3,2,402,200,2007,1360000
2,1,0,56,2013,490000
2,1,0,66,2000,410000
1,1,0,83,2004,510000
3,2,566,78,1970,565000
3,1,411,168,1935,1095000
3,1,779,138,1950,731000
3,1,583,112,1950,1337000
4,2,280,200,2008,1120000
4,2,563,220,1910,1915000
4,2,567,95,1950,726000
4,3,306,200,2014,1280000
2,1,915,73,1970,615888
4,3,324,241,2002,1738000
4,2,654,199,1970,1100000
5,2,648,250,1975,1410000
3,2,233,194,2002,935000
4,2,540,113,1970,956000
4,2,628,146,1975,900000
3,1,235,123,1990,550000
1,1,0,58,2010,528000
2,1,161,82,1970,611000
3,1,328,107,1900,990000
4,1,552,155,1920,1345000
3,1,197,108,2009,655000
4,3,587,392,2016,3800000
5,3,572,274,2000,2855000
2,1,838,70,1970,590000
3,2,214,190,2005,1350000
4,2,417,157,1900,1200000
1,1,1409,63,2000,430000
3,2,962,142,1970,1051000
2,2,187,133,1890,2210000
2,1,826,95,1960,820000
2,1,0,70,2011,535000
7,4,765,146,1950,1642000
2,1,0,62,1980,467000
2,1,1078,94,1972,601000
2,1,249,117,1930,1410000
1,1,0,60,2001,510000
2,2,55,100,2013,650000
2,1,0,60,1980,547500
4,2,575,271,2008,2100000
2,2,0,70,2004,560000
2,1,100,105,2012,585500
3,1,335,110,1960,880000
3,1,372,96,1920,805000
4,3,327,254,1910,2800000
3,2,0,136,1980,910000
3,1,220,93,1930,955000
3,1,331,121,1960,2055000
2,1,141,73,1980,305000
1,1,0,47,1970,330000
3,2,388,123,2007,920000
3,2,0,111,2010,1035000
2,1,0,66,2000,450000
3,2,819,173,1970,1125000
3,1,221,137,1948,1100000
2,1,192,88,2007,700000
4,3,603,246,2007,2725000
3,1,650,138,1960,710000
4,1,581,167,1960,1595000
4,2,595,221,1915,1655000
4,3,669,163,1960,1010000
4,2,571,198,1920,1455000
3,2,532,147,1950,1435000
3,1,470,127,1970,840000
2,1,98,128,2009,570000
2,1,225,80,2000,425000
4,1,616,170,1900,1155000
3,2,364,93,1970,1470000
3,1,117,147,1900,1350000
1,1,67,72,1900,855000
2,1,104,77,1970,376000
2,1,135,74,1930,1120000
3,1,220,90,1990,601000
1,1,0,1,1970,342000
2,1,0,85,1935,1100000
4,2,283,181.6,2005,650000
2,1,0,115,1950,710000
2,1,0,86,1975,796000
2,1,0,78,1974,543000
4,2,207,162,1900,1950000
2,1,174,100.6,1900,802000
2,1,1,62,2011,380000
4,3,693,192,2014,1217500
3,2,0,172,2005,1400000
4,2,650,150,1975,1182500
3,1,232,90,1900,1300000
2,1,319,117,1900,1035000
4,2,780,235,1927,1461400
3,2,279,95,1930,633500
3,1,1143,100,1980,760000
4,2,665,220,1890,3225000
3,1,0,700,1915,1100000
3,1,275,120,1900,1455000
5,2,795,297,1910,2900000
3,2,627,197,1950,1315000
2,1,153,97,1972,540000
3,1,255,132,1991,501000
3,1,340,137,1975,1390000
3,2,275,145,1920,1035000
4,1,636,138,1940,1206000
3,2,105,110,1997,1190000
3,2,253,116,2005,655000
2,2,0,71,2014,590000
2,1,136,58,1892,957500
4,1,542,130,1980,725000
3,3,0,132,1940,1010000
2,1,0,71,1975,355000
1,1,0,52,1970,445000
4,3,1184,305,1935,2850000
2,1,0,72,1980,513500
2,1,0,77,2013,602000
3,2,761,222,1980,750000
3,3,668,190,2014,1107500
3,1,347,113,1925,967000
3,2,704,167,1970,880000
4,3,429,262,2013,1750000
4,1,549,192,1930,1322000
3,2,195,142,2010,871000
4,2,453,213,2007,740000
3,1,0,56,1965,347000
4,2,574,191,1910,4060000
3,1,348,121,1950,875000
3,2,247,127,2013,600000
4,2,482,207,2012,565000
3,1,149,104,1900,1270000
3,1,275,127,1920,1427000
2,1,222,109,1920,835000
2,1,591,100,1950,1150000
2,1,0,75,1998,595000
1,1,0,55,1957,317500
2,1,113,70,1970,500000
3,1,158,106,1910,1050000
3,1,483,93.84,1950,710000
3,2,280,127,2010,430000
4,2,559,217,1925,1400000
3,1,608,130,1960,770000
4,3,594,594,1973,1825000
3,2,195,192,2005,780000
2,1,604,82,1950,760000
4,2,765,141,1975,705000
4,2,475,220,2012,630000
4,2,590,161,1950,1410000
2,1,214,85,1910,700000
4,2,604,177,1970,1415000
2,1,0,82,2001,715000
2,1,217,115,2005,731000
2,2,220,131,1920,1506000
2,1,1034,55,1950,520000
3,2,161,135,2010,835000
3,2,472,123,1965,917500
4,2,935,210,2005,600000
2,1,649,75,1950,950000
6,2,772,257,1992,2000000
2,1,100,72,1890,937500
2,1,284,99,1940,1225000
3,4,424,201,2012,1750800
3,1,780,140,1940,900000
2,1,0,70,2003,540000
3,1,616,94,1960,650000
3,1,188,106,1910,1037000
5,2,558,217,1925,1400000
2,1,0,72,1970,450000
2,1,274,275,2000,716000
2,1,0,65,1970,410000
4,2,598,273,2012,1705000
4,2,603,194,2004,1150000
2,2,158,133,2007,960000
3,2,673,136,1965,1680000
4,3,273,182,2012,965000
2,1,171,90,2008,310000
3,2,0,130,1980,855000
3,2,268,137,2008,467000
2,1,632,77,1960,725000
3,2,349,130,1918,1346000
2,1,0,74,1970,500000
3,2,338,147,2011,1508000
3,2,506,180,2010,1460000
4,2,236,194,1890,1515000
2,2,1106,70,2009,680000
4,2,654,334,2010,2270000
3,2,151,103,1960,1080000
1,1,0,63,1995,492000
4,1,318,161,1920,1515000
4,3,267,190,2012,1520000
3,2,347,143,2000,835000
2,1,0,80,2002,420000
3,2,367,141,2008,540000
2,1,2794,87,2000,605000
2,1,607,126,1945,1575000
3,1,660,88,1955,930000
3,1,207,128,1890,2010000
3,2,137,137,1994,956000
3,1,807,117,1196,1200000
2,1,243,120,2012,672000
2,1,70,72.3,1980,470000
3,1,655,146,1978,451000
4,3,709,327,2017,850000
1,1,0,58,1992,421000
4,2,861,358,1983,2350000
3,1,346,126,1900,1550000
2,1,0,65,1970,440000
3,2,104,146,2015,1388000
4,2,254,172,1995,1680000
4,2,1017,156,2000,740000
3,1,452,146,1950,1075000
3,2,580,200,1990,540000
2,1,239,96,1900,1435000
2,1,0,82,1970,680000
5,3,663,419,1930,2050000
4,2,619,191,1960,1200000
2,2,0,92,1985,650000
3,3,435,228,1915,1710000
2,1,0,74,1960,543000
3,2,141,163,1890,2075000
2,1,816,88,2007,610000
2,1,797,67,1970,400000
3,2,578,129.7,1972,536500
3,1,533,135,1965,877000
4,2,675,190,1980,936000
3,1,562,118,1960,632000
3,2,572,127,1950,965000
3,2,134,149,2007,1120000
3,2,221,135,1890,2285000
2,2,145,112,2012,600000
2,1,298,98,1975,655000
3,2,305,130,2000,861000
3,1,697,110,1928,600000
2,1,133,65,2012,390000
4,2,283,154,1990,610000
3,2,361,216,1995,1850000
2,1,0,113,1999,740000
3,1,551,96,1950,850000
2,1,0,56,1975,396000
4,2,132,165,1880,1620000
2,1,2122,64,1960,693000
3,1,771,104,2004,880000
3,2,314,177,2010,995000
2,1,159,84,1930,981000
1,1,0,54,1965,370000
3,2,138,147,2000,1540000
3,2,254,120,2000,1082000
5,2,1034,225,1985,790000
3,1,219,101.37,1960,640000
3,1,232,93,1930,1470000
3,2,393,140,1950,926000
4,1,543,137,1960,810000
3,2,447,181,1920,1625000
3,2,311,127,2000,1203500
4,2,666,158,1937,1390000
3,1,812,117,1960,875000
2,1,210,79,2006,650000
3,1,572,105,1980,535000
4,2,576,189,2010,456000
2,1,0,66,1930,602000
3,2,545,196,2005,690000
3,2,435,141,1980,1051000
3,2,171,118,1890,1320000
4,2,615,193,1920,1667000
5,3,1294,378,1884,5046000
3,2,217,145,2013,1130000
